nll,pi_aa,pi_cc,pi_gg,pi_tt,pi_ac,pi_ag,pi_at,pi_cg,pi_ct,pi_gt,"q_{1,2}","q_{1,3}","q_{1,4}","q_{1,5}","q_{1,6}","q_{1,7}","q_{1,8}","q_{1,9}","q_{1,10}","q_{2,3}","q_{2,4}","q_{2,5}","q_{2,6}","q_{2,7}","q_{2,8}","q_{2,9}","q_{2,10}","q_{3,4}","q_{3,5}","q_{3,6}","q_{3,7}","q_{3,8}","q_{3,9}","q_{3,10}","q_{4,5}","q_{4,6}","q_{4,7}","q_{4,8}","q_{4,9}","q_{4,10}","q_{5,6}","q_{5,7}","q_{5,8}","q_{5,9}","q_{5,10}","q_{6,7}","q_{6,8}","q_{6,9}","q_{6,10}","q_{7,8}","q_{7,9}","q_{7,10}","q_{8,9}","q_{8,10}","q_{9,10}"
-27351.025979,0.085935,0.043681,0.042033,0.090327,0.118119,0.122612,0.170562,0.078921,0.120572,0.127237,0.001,0.001,0.001,1.672021,0.120125,4.726871,0.001,0.001,0.001,0.001,0.001,1.672021,0.001,0.001,1.0,5.812518,0.001,0.001,0.001,0.120125,0.001,1.0,0.001,1.104005,0.001,0.001,4.726871,0.001,5.812518,1.104005,1.0,5.812518,0.120125,4.726871,0.001,1.104005,1.672021,0.001,4.726871,0.001,1.672021,0.120125,1.104005,5.812518,1.0
-27361.467655,0.085774,0.040708,0.040062,0.096491,0.110692,0.122503,0.173744,0.085105,0.125241,0.119681,0.001,0.001,0.001,2.694616,0.388606,6.757092,0.001,0.001,0.001,0.001,0.001,2.694616,0.001,0.001,1.0,7.676493,0.001,0.001,0.001,0.388606,0.001,1.0,0.001,1.595905,0.001,0.001,6.757092,0.001,7.676493,1.595905,1.0,7.676493,0.388606,6.757092,0.001,1.595905,2.694616,0.001,6.757092,0.001,2.694616,0.388606,1.595905,7.676493,1.0
-26966.170961,0.084769,0.038122,0.041504,0.089945,0.112566,0.13084,0.16867,0.081654,0.123851,0.128079,0.001,0.001,0.001,1.541651,0.261132,4.871869,0.001,0.001,0.001,0.001,0.001,1.541651,0.001,0.001,1.0,6.422414,0.001,0.001,0.001,0.261132,0.001,1.0,0.001,0.790928,0.001,0.001,4.871869,0.001,6.422414,0.790928,1.0,6.422414,0.261132,4.871869,0.001,0.790928,1.541651,0.001,4.871869,0.001,1.541651,0.261132,0.790928,6.422414,1.0
-27319.990406,0.089016,0.037607,0.0424,0.091026,0.111397,0.119305,0.174814,0.081995,0.12621,0.126231,0.001,0.001,0.001,2.103499,0.24494,4.360759,0.001,0.001,0.001,0.001,0.001,2.103499,0.001,0.001,1.0,5.932937,0.001,0.001,0.001,0.24494,0.001,1.0,0.001,1.22992,0.001,0.001,4.360759,0.001,5.932937,1.22992,1.0,5.932937,0.24494,4.360759,0.001,1.22992,2.103499,0.001,4.360759,0.001,2.103499,0.24494,1.22992,5.932937,1.0
-27274.462891,0.081056,0.042169,0.042241,0.089439,0.112511,0.12782,0.176327,0.084539,0.121261,0.122637,0.001,0.001,0.001,1.373675,0.154966,3.786288,0.001,0.001,0.001,0.001,0.001,1.373675,0.001,0.001,1.0,5.320955,0.001,0.001,0.001,0.154966,0.001,1.0,0.001,0.76997,0.001,0.001,3.786288,0.001,5.320955,0.76997,1.0,5.320955,0.154966,3.786288,0.001,0.76997,1.373675,0.001,3.786288,0.001,1.373675,0.154966,0.76997,5.320955,1.0
-27393.960533,0.086107,0.038327,0.041882,0.09418,0.118597,0.117978,0.173646,0.083983,0.121218,0.124084,0.001,0.001,0.001,1.815643,0.215283,4.962658,0.001,0.001,0.001,0.001,0.001,1.815643,0.001,0.001,1.0,5.286063,0.001,0.001,0.001,0.215283,0.001,1.0,0.001,1.35693,0.001,0.001,4.962658,0.001,5.286063,1.35693,1.0,5.286063,0.215283,4.962658,0.001,1.35693,1.815643,0.001,4.962658,0.001,1.815643,0.215283,1.35693,5.286063,1.0
-27420.794742,0.092486,0.043495,0.04323,0.088533,0.115189,0.120791,0.174174,0.081554,0.119243,0.121306,0.001,0.001,0.001,2.043055,0.320089,4.548253,0.001,0.001,0.001,0.001,0.001,2.043055,0.001,0.001,1.0,5.253253,0.001,0.001,0.001,0.320089,0.001,1.0,0.001,0.934738,0.001,0.001,4.548253,0.001,5.253253,0.934738,1.0,5.253253,0.320089,4.548253,0.001,0.934738,2.043055,0.001,4.548253,0.001,2.043055,0.320089,0.934738,5.253253,1.0
-27613.892465,0.092475,0.043077,0.039997,0.087385,0.11013,0.124372,0.17194,0.083546,0.121099,0.125979,0.008015,0.008015,0.008015,1.869489,0.169783,4.863901,0.008015,0.008015,0.008015,0.008015,0.008015,1.869489,0.008015,0.008015,1.0,5.841958,0.008015,0.008015,0.008015,0.169783,0.008015,1.0,0.008015,0.697982,0.008015,0.008015,4.863901,0.008015,5.841958,0.697982,1.0,5.841958,0.169783,4.863901,0.008015,0.697982,1.869489,0.008015,4.863901,0.008015,1.869489,0.169783,0.697982,5.841958,1.0
-27315.554917,0.084459,0.040069,0.042067,0.088562,0.114497,0.122239,0.175363,0.087832,0.120847,0.124065,0.001,0.001,0.001,1.37137,0.123328,3.922581,0.001,0.001,0.001,0.001,0.001,1.37137,0.001,0.001,1.0,4.912591,0.001,0.001,0.001,0.123328,0.001,1.0,0.001,0.65447,0.001,0.001,3.922581,0.001,4.912591,0.65447,1.0,4.912591,0.123328,3.922581,0.001,0.65447,1.37137,0.001,3.922581,0.001,1.37137,0.123328,0.65447,4.912591,1.0
-27423.724726,0.087473,0.041037,0.043035,0.096402,0.11599,0.122277,0.17558,0.081478,0.120897,0.115831,0.001,0.001,0.001,1.072013,0.286448,3.281374,0.001,0.001,0.001,0.001,0.001,1.072013,0.001,0.001,1.0,4.83169,0.001,0.001,0.001,0.286448,0.001,1.0,0.001,0.971363,0.001,0.001,3.281374,0.001,4.83169,0.971363,1.0,4.83169,0.286448,3.281374,0.001,0.971363,1.072013,0.001,3.281374,0.001,1.072013,0.286448,0.971363,4.83169,1.0
-27268.338878,0.088618,0.040628,0.043112,0.090852,0.110147,0.116289,0.182111,0.084541,0.119016,0.124686,0.001,0.001,0.001,1.496076,0.183805,5.117287,0.001,0.001,0.001,0.001,0.001,1.496076,0.001,0.001,1.0,5.552543,0.001,0.001,0.001,0.183805,0.001,1.0,0.001,1.214566,0.001,0.001,5.117287,0.001,5.552543,1.214566,1.0,5.552543,0.183805,5.117287,0.001,1.214566,1.496076,0.001,5.117287,0.001,1.496076,0.183805,1.214566,5.552543,1.0
-27170.348803,0.090199,0.039477,0.041019,0.090693,0.118819,0.125233,0.169699,0.080553,0.123476,0.120832,0.001,0.001,0.001,1.881247,0.077853,5.711388,0.001,0.001,0.001,0.001,0.001,1.881247,0.001,0.001,1.0,8.207221,0.001,0.001,0.001,0.077853,0.001,1.0,0.001,1.235301,0.001,0.001,5.711388,0.001,8.207221,1.235301,1.0,8.207221,0.077853,5.711388,0.001,1.235301,1.881247,0.001,5.711388,0.001,1.881247,0.077853,1.235301,8.207221,1.0
-27210.369266,0.084659,0.04036,0.047076,0.090566,0.114874,0.118666,0.175242,0.08545,0.122707,0.1204,0.001,0.001,0.001,1.225167,0.140652,3.709372,0.001,0.001,0.001,0.001,0.001,1.225167,0.001,0.001,1.0,4.072276,0.001,0.001,0.001,0.140652,0.001,1.0,0.001,0.730456,0.001,0.001,3.709372,0.001,4.072276,0.730456,1.0,4.072276,0.140652,3.709372,0.001,0.730456,1.225167,0.001,3.709372,0.001,1.225167,0.140652,0.730456,4.072276,1.0
-27308.095633,0.087777,0.03543,0.042074,0.0929,0.114691,0.119972,0.173822,0.083049,0.129725,0.120559,0.001,0.001,0.001,1.484181,0.155647,5.037656,0.001,0.001,0.001,0.001,0.001,1.484181,0.001,0.001,1.0,6.02552,0.001,0.001,0.001,0.155647,0.001,1.0,0.001,0.959904,0.001,0.001,5.037656,0.001,6.02552,0.959904,1.0,6.02552,0.155647,5.037656,0.001,0.959904,1.484181,0.001,5.037656,0.001,1.484181,0.155647,0.959904,6.02552,1.0
-27104.795307,0.089716,0.044935,0.042318,0.088765,0.117395,0.119647,0.169052,0.081701,0.121409,0.12506,0.001,0.001,0.001,1.298154,0.250217,4.553083,0.001,0.001,0.001,0.001,0.001,1.298154,0.001,0.001,1.0,5.934123,0.001,0.001,0.001,0.250217,0.001,1.0,0.001,1.098011,0.001,0.001,4.553083,0.001,5.934123,1.098011,1.0,5.934123,0.250217,4.553083,0.001,1.098011,1.298154,0.001,4.553083,0.001,1.298154,0.250217,1.098011,5.934123,1.0
-27569.694459,0.083903,0.042063,0.044633,0.090162,0.110448,0.122257,0.176431,0.08155,0.120277,0.128277,0.001,0.001,0.001,1.796465,0.284947,4.898092,0.001,0.001,0.001,0.001,0.001,1.796465,0.001,0.001,1.0,6.773037,0.001,0.001,0.001,0.284947,0.001,1.0,0.001,1.515955,0.001,0.001,4.898092,0.001,6.773037,1.515955,1.0,6.773037,0.284947,4.898092,0.001,1.515955,1.796465,0.001,4.898092,0.001,1.796465,0.284947,1.515955,6.773037,1.0
-27207.292085,0.08549,0.042586,0.043049,0.086606,0.113385,0.113563,0.178072,0.087252,0.126034,0.123962,0.001,0.001,0.001,2.230431,0.386432,6.693896,0.001,0.001,0.001,0.001,0.001,2.230431,0.001,0.001,1.0,7.811619,0.001,0.001,0.001,0.386432,0.001,1.0,0.001,1.48398,0.001,0.001,6.693896,0.001,7.811619,1.48398,1.0,7.811619,0.386432,6.693896,0.001,1.48398,2.230431,0.001,6.693896,0.001,2.230431,0.386432,1.48398,7.811619,1.0
-27757.10784,0.085362,0.0463,0.044321,0.082713,0.121081,0.121923,0.16822,0.085639,0.121632,0.122809,0.001,0.001,0.001,2.005869,0.363405,6.569362,0.001,0.001,0.001,0.001,0.001,2.005869,0.001,0.001,1.0,7.56118,0.001,0.001,0.001,0.363405,0.001,1.0,0.001,1.250824,0.001,0.001,6.569362,0.001,7.56118,1.250824,1.0,7.56118,0.363405,6.569362,0.001,1.250824,2.005869,0.001,6.569362,0.001,2.005869,0.363405,1.250824,7.56118,1.0
-27090.215258,0.088725,0.04068,0.041057,0.087264,0.11616,0.121197,0.173925,0.084621,0.119286,0.127085,0.001,0.001,0.001,1.558259,0.105238,4.056896,0.001,0.001,0.001,0.001,0.001,1.558259,0.001,0.001,1.0,4.579274,0.001,0.001,0.001,0.105238,0.001,1.0,0.001,0.87402,0.001,0.001,4.056896,0.001,4.579274,0.87402,1.0,4.579274,0.105238,4.056896,0.001,0.87402,1.558259,0.001,4.056896,0.001,1.558259,0.105238,0.87402,4.579274,1.0
-27443.097705,0.085207,0.044828,0.039712,0.093302,0.115316,0.12145,0.174488,0.080327,0.120819,0.12455,0.001,0.001,0.001,1.293201,0.223378,4.290638,0.001,0.001,0.001,0.001,0.001,1.293201,0.001,0.001,1.0,5.545335,0.001,0.001,0.001,0.223378,0.001,1.0,0.001,1.060543,0.001,0.001,4.290638,0.001,5.545335,1.060543,1.0,5.545335,0.223378,4.290638,0.001,1.060543,1.293201,0.001,4.290638,0.001,1.293201,0.223378,1.060543,5.545335,1.0
-27608.949197,0.085893,0.038698,0.045004,0.090235,0.120692,0.117774,0.170544,0.083055,0.1259,0.122206,0.001,0.001,0.001,1.204389,0.192266,3.877163,0.001,0.001,0.001,0.001,0.001,1.204389,0.001,0.001,1.0,4.590907,0.001,0.001,0.001,0.192266,0.001,1.0,0.001,1.114242,0.001,0.001,3.877163,0.001,4.590907,1.114242,1.0,4.590907,0.192266,3.877163,0.001,1.114242,1.204389,0.001,3.877163,0.001,1.204389,0.192266,1.114242,4.590907,1.0
-27744.753855,0.084378,0.046465,0.041398,0.085933,0.116174,0.120682,0.173818,0.084778,0.119586,0.126787,0.001,0.001,0.001,1.560547,0.210487,5.095775,0.001,0.001,0.001,0.001,0.001,1.560547,0.001,0.001,1.0,6.597728,0.001,0.001,0.001,0.210487,0.001,1.0,0.001,1.22957,0.001,0.001,5.095775,0.001,6.597728,1.22957,1.0,6.597728,0.210487,5.095775,0.001,1.22957,1.560547,0.001,5.095775,0.001,1.560547,0.210487,1.22957,6.597728,1.0
-27107.561651,0.08248,0.042966,0.041927,0.096161,0.110818,0.120649,0.173435,0.082874,0.127664,0.121027,0.001,0.001,0.001,2.018767,0.335643,5.921001,0.001,0.001,0.001,0.001,0.001,2.018767,0.001,0.001,1.0,8.149009,0.001,0.001,0.001,0.335643,0.001,1.0,0.001,0.98474,0.001,0.001,5.921001,0.001,8.149009,0.98474,1.0,8.149009,0.335643,5.921001,0.001,0.98474,2.018767,0.001,5.921001,0.001,2.018767,0.335643,0.98474,8.149009,1.0
-27791.869288,0.086095,0.038847,0.04111,0.091252,0.120378,0.1194,0.175258,0.081189,0.12435,0.12212,0.001,0.001,0.001,1.466491,0.180015,4.946741,0.001,0.001,0.001,0.001,0.001,1.466491,0.001,0.001,1.0,6.896187,0.001,0.001,0.001,0.180015,0.001,1.0,0.001,1.303974,0.001,0.001,4.946741,0.001,6.896187,1.303974,1.0,6.896187,0.180015,4.946741,0.001,1.303974,1.466491,0.001,4.946741,0.001,1.466491,0.180015,1.303974,6.896187,1.0
-27521.8496,0.083122,0.040012,0.046329,0.091627,0.120249,0.119867,0.179929,0.084988,0.118004,0.115873,0.001,0.001,0.001,0.888851,0.118153,2.639362,0.001,0.001,0.001,0.001,0.001,0.888851,0.001,0.001,1.0,3.332752,0.001,0.001,0.001,0.118153,0.001,1.0,0.001,0.514968,0.001,0.001,2.639362,0.001,3.332752,0.514968,1.0,3.332752,0.118153,2.639362,0.001,0.514968,0.888851,0.001,2.639362,0.001,0.888851,0.118153,0.514968,3.332752,1.0
-27340.001053,0.088691,0.041063,0.043485,0.087041,0.114949,0.114712,0.1733,0.086089,0.127751,0.122919,0.001,0.001,0.001,1.177481,0.126526,4.036054,0.001,0.001,0.001,0.001,0.001,1.177481,0.001,0.001,1.0,4.682138,0.001,0.001,0.001,0.126526,0.001,1.0,0.001,0.979261,0.001,0.001,4.036054,0.001,4.682138,0.979261,1.0,4.682138,0.126526,4.036054,0.001,0.979261,1.177481,0.001,4.036054,0.001,1.177481,0.126526,0.979261,4.682138,1.0
-27536.83194,0.089532,0.040754,0.047171,0.090455,0.118223,0.112364,0.172566,0.082481,0.12653,0.119925,0.001,0.001,0.001,1.541312,0.210088,4.993479,0.001,0.001,0.001,0.001,0.001,1.541312,0.001,0.001,1.0,6.177383,0.001,0.001,0.001,0.210088,0.001,1.0,0.001,0.687539,0.001,0.001,4.993479,0.001,6.177383,0.687539,1.0,6.177383,0.210088,4.993479,0.001,0.687539,1.541312,0.001,4.993479,0.001,1.541312,0.210088,0.687539,6.177383,1.0
-27578.445698,0.085927,0.04171,0.040314,0.095788,0.117734,0.114229,0.180364,0.080937,0.118611,0.124386,0.001,0.001,0.001,1.616701,0.316635,4.624167,0.001,0.001,0.001,0.001,0.001,1.616701,0.001,0.001,1.0,5.85275,0.001,0.001,0.001,0.316635,0.001,1.0,0.001,1.024499,0.001,0.001,4.624167,0.001,5.85275,1.024499,1.0,5.85275,0.316635,4.624167,0.001,1.024499,1.616701,0.001,4.624167,0.001,1.616701,0.316635,1.024499,5.85275,1.0
-27528.921562,0.08764,0.042291,0.042463,0.092168,0.116825,0.11605,0.173131,0.084823,0.120663,0.123946,0.001,0.001,0.001,1.32207,0.108721,4.319801,0.001,0.001,0.001,0.001,0.001,1.32207,0.001,0.001,1.0,5.997679,0.001,0.001,0.001,0.108721,0.001,1.0,0.001,0.807204,0.001,0.001,4.319801,0.001,5.997679,0.807204,1.0,5.997679,0.108721,4.319801,0.001,0.807204,1.32207,0.001,4.319801,0.001,1.32207,0.108721,0.807204,5.997679,1.0
-27612.475299,0.086185,0.043411,0.042977,0.09224,0.117801,0.117807,0.178259,0.07828,0.118633,0.124406,0.001,0.001,0.001,1.585953,0.182842,5.485414,0.001,0.001,0.001,0.001,0.001,1.585953,0.001,0.001,1.0,5.37734,0.001,0.001,0.001,0.182842,0.001,1.0,0.001,1.449603,0.001,0.001,5.485414,0.001,5.37734,1.449603,1.0,5.37734,0.182842,5.485414,0.001,1.449603,1.585953,0.001,5.485414,0.001,1.585953,0.182842,1.449603,5.37734,1.0
-27229.593772,0.089651,0.040889,0.044126,0.092974,0.113561,0.124274,0.169024,0.081503,0.118354,0.125644,0.007904,0.007904,0.007904,1.512941,0.162179,3.963257,0.007904,0.007904,0.007904,0.007904,0.007904,1.512941,0.007904,0.007904,1.0,5.304884,0.007904,0.007904,0.007904,0.162179,0.007904,1.0,0.007904,0.883242,0.007904,0.007904,3.963257,0.007904,5.304884,0.883242,1.0,5.304884,0.162179,3.963257,0.007904,0.883242,1.512941,0.007904,3.963257,0.007904,1.512941,0.162179,0.883242,5.304884,1.0
-26946.246572,0.084082,0.041599,0.045726,0.091646,0.114755,0.124589,0.172405,0.082394,0.123723,0.11908,0.001,0.001,0.001,1.675627,0.163122,4.171394,0.001,0.001,0.001,0.001,0.001,1.675627,0.001,0.001,1.0,6.031965,0.001,0.001,0.001,0.163122,0.001,1.0,0.001,1.130486,0.001,0.001,4.171394,0.001,6.031965,1.130486,1.0,6.031965,0.163122,4.171394,0.001,1.130486,1.675627,0.001,4.171394,0.001,1.675627,0.163122,1.130486,6.031965,1.0
-27276.63484,0.088688,0.04068,0.043082,0.089861,0.118188,0.124487,0.170553,0.084109,0.120027,0.120325,0.001,0.001,0.001,1.810603,0.300657,5.17813,0.001,0.001,0.001,0.001,0.001,1.810603,0.001,0.001,1.0,6.780756,0.001,0.001,0.001,0.300657,0.001,1.0,0.001,0.896728,0.001,0.001,5.17813,0.001,6.780756,0.896728,1.0,6.780756,0.300657,5.17813,0.001,0.896728,1.810603,0.001,5.17813,0.001,1.810603,0.300657,0.896728,6.780756,1.0
-27282.806414,0.082333,0.037904,0.044172,0.093106,0.122785,0.118435,0.177906,0.082862,0.118419,0.122076,0.001,0.001,0.001,1.197579,0.2554,4.684435,0.001,0.001,0.001,0.001,0.001,1.197579,0.001,0.001,1.0,5.090482,0.001,0.001,0.001,0.2554,0.001,1.0,0.001,1.118106,0.001,0.001,4.684435,0.001,5.090482,1.118106,1.0,5.090482,0.2554,4.684435,0.001,1.118106,1.197579,0.001,4.684435,0.001,1.197579,0.2554,1.118106,5.090482,1.0
-27264.861288,0.084475,0.041678,0.040946,0.095062,0.113707,0.117462,0.179533,0.081897,0.121618,0.123622,0.001,0.001,0.001,1.147233,0.172639,3.789813,0.001,0.001,0.001,0.001,0.001,1.147233,0.001,0.001,1.0,4.625387,0.001,0.001,0.001,0.172639,0.001,1.0,0.001,0.692389,0.001,0.001,3.789813,0.001,4.625387,0.692389,1.0,4.625387,0.172639,3.789813,0.001,0.692389,1.147233,0.001,3.789813,0.001,1.147233,0.172639,0.692389,4.625387,1.0
-27835.364916,0.089735,0.041206,0.04276,0.090728,0.115867,0.120479,0.170597,0.081203,0.118621,0.128804,0.001,0.001,0.001,1.547063,0.38169,4.485385,0.001,0.001,0.001,0.001,0.001,1.547063,0.001,0.001,1.0,6.20784,0.001,0.001,0.001,0.38169,0.001,1.0,0.001,1.065842,0.001,0.001,4.485385,0.001,6.20784,1.065842,1.0,6.20784,0.38169,4.485385,0.001,1.065842,1.547063,0.001,4.485385,0.001,1.547063,0.38169,1.065842,6.20784,1.0
-27727.047935,0.087943,0.04543,0.040602,0.085797,0.116188,0.121009,0.173834,0.084438,0.119069,0.125688,0.001,0.001,0.001,1.393822,0.272377,4.594865,0.001,0.001,0.001,0.001,0.001,1.393822,0.001,0.001,1.0,4.753533,0.001,0.001,0.001,0.272377,0.001,1.0,0.001,0.900777,0.001,0.001,4.594865,0.001,4.753533,0.900777,1.0,4.753533,0.272377,4.594865,0.001,0.900777,1.393822,0.001,4.594865,0.001,1.393822,0.272377,0.900777,4.753533,1.0
-27603.175171,0.085259,0.042212,0.045556,0.091395,0.114202,0.119838,0.173725,0.081718,0.122054,0.124041,0.001,0.001,0.001,1.430348,0.372351,4.716064,0.001,0.001,0.001,0.001,0.001,1.430348,0.001,0.001,1.0,6.908052,0.001,0.001,0.001,0.372351,0.001,1.0,0.001,1.212123,0.001,0.001,4.716064,0.001,6.908052,1.212123,1.0,6.908052,0.372351,4.716064,0.001,1.212123,1.430348,0.001,4.716064,0.001,1.430348,0.372351,1.212123,6.908052,1.0
-27698.144931,0.086945,0.0406,0.043417,0.08908,0.119595,0.121215,0.180792,0.08344,0.118299,0.116618,0.001,0.001,0.001,1.749505,0.294481,5.5147,0.001,0.001,0.001,0.001,0.001,1.749505,0.001,0.001,1.0,7.270664,0.001,0.001,0.001,0.294481,0.001,1.0,0.001,1.209442,0.001,0.001,5.5147,0.001,7.270664,1.209442,1.0,7.270664,0.294481,5.5147,0.001,1.209442,1.749505,0.001,5.5147,0.001,1.749505,0.294481,1.209442,7.270664,1.0
-26935.123191,0.085105,0.038047,0.041697,0.090067,0.116359,0.123199,0.178724,0.084438,0.119057,0.123306,0.001,0.001,0.001,2.406087,0.349202,9.310554,0.001,0.001,0.001,0.001,0.001,2.406087,0.001,0.001,1.0,10.843509,0.001,0.001,0.001,0.349202,0.001,1.0,0.001,2.059897,0.001,0.001,9.310554,0.001,10.843509,2.059897,1.0,10.843509,0.349202,9.310554,0.001,2.059897,2.406087,0.001,9.310554,0.001,2.406087,0.349202,2.059897,10.843509,1.0
-27201.253805,0.085948,0.036908,0.043323,0.091029,0.121305,0.120977,0.170145,0.078536,0.128909,0.12292,0.001,0.001,0.001,1.309318,0.218316,4.975132,0.001,0.001,0.001,0.001,0.001,1.309318,0.001,0.001,1.0,7.964975,0.001,0.001,0.001,0.218316,0.001,1.0,0.001,1.461427,0.001,0.001,4.975132,0.001,7.964975,1.461427,1.0,7.964975,0.218316,4.975132,0.001,1.461427,1.309318,0.001,4.975132,0.001,1.309318,0.218316,1.461427,7.964975,1.0
-27161.820353,0.088288,0.041195,0.039387,0.095121,0.11727,0.115583,0.176013,0.078313,0.120605,0.128224,0.001,0.001,0.001,1.811543,0.207408,5.075694,0.001,0.001,0.001,0.001,0.001,1.811543,0.001,0.001,1.0,6.644094,0.001,0.001,0.001,0.207408,0.001,1.0,0.001,1.198947,0.001,0.001,5.075694,0.001,6.644094,1.198947,1.0,6.644094,0.207408,5.075694,0.001,1.198947,1.811543,0.001,5.075694,0.001,1.811543,0.207408,1.198947,6.644094,1.0
-27241.206467,0.084757,0.042746,0.046233,0.093219,0.117364,0.121815,0.164774,0.079251,0.119943,0.129899,0.001,0.001,0.001,1.242838,0.10177,3.948859,0.001,0.001,0.001,0.001,0.001,1.242838,0.001,0.001,1.0,4.969196,0.001,0.001,0.001,0.10177,0.001,1.0,0.001,0.674462,0.001,0.001,3.948859,0.001,4.969196,0.674462,1.0,4.969196,0.10177,3.948859,0.001,0.674462,1.242838,0.001,3.948859,0.001,1.242838,0.10177,0.674462,4.969196,1.0
-27269.346601,0.089003,0.039688,0.045912,0.092458,0.11416,0.119511,0.171601,0.081795,0.122171,0.1237,0.009191,0.009191,0.009191,1.909118,0.364444,5.770711,0.009191,0.009191,0.009191,0.009191,0.009191,1.909118,0.009191,0.009191,1.0,6.686508,0.009191,0.009191,0.009191,0.364444,0.009191,1.0,0.009191,1.251553,0.009191,0.009191,5.770711,0.009191,6.686508,1.251553,1.0,6.686508,0.364444,5.770711,0.009191,1.251553,1.909118,0.009191,5.770711,0.009191,1.909118,0.364444,1.251553,6.686508,1.0
-27424.00914,0.086397,0.039566,0.044315,0.093202,0.116688,0.11678,0.171128,0.084576,0.122969,0.124379,0.009228,0.009228,0.009228,1.612782,0.323499,5.468685,0.009228,0.009228,0.009228,0.009228,0.009228,1.612782,0.009228,0.009228,1.0,5.901023,0.009228,0.009228,0.009228,0.323499,0.009228,1.0,0.009228,1.046332,0.009228,0.009228,5.468685,0.009228,5.901023,1.046332,1.0,5.901023,0.323499,5.468685,0.009228,1.046332,1.612782,0.009228,5.468685,0.009228,1.612782,0.323499,1.046332,5.901023,1.0
-27250.909852,0.089512,0.039307,0.043805,0.090598,0.110595,0.121026,0.170452,0.093517,0.119974,0.121213,0.001,0.001,0.001,1.948198,0.276555,5.311204,0.001,0.001,0.001,0.001,0.001,1.948198,0.001,0.001,1.0,6.383113,0.001,0.001,0.001,0.276555,0.001,1.0,0.001,1.35723,0.001,0.001,5.311204,0.001,6.383113,1.35723,1.0,6.383113,0.276555,5.311204,0.001,1.35723,1.948198,0.001,5.311204,0.001,1.948198,0.276555,1.35723,6.383113,1.0
-27281.366724,0.084338,0.040277,0.036845,0.087657,0.118277,0.118992,0.177359,0.087634,0.121871,0.126749,0.001,0.001,0.001,1.452909,0.223232,5.350246,0.001,0.001,0.001,0.001,0.001,1.452909,0.001,0.001,1.0,6.668374,0.001,0.001,0.001,0.223232,0.001,1.0,0.001,0.668629,0.001,0.001,5.350246,0.001,6.668374,0.668629,1.0,6.668374,0.223232,5.350246,0.001,0.668629,1.452909,0.001,5.350246,0.001,1.452909,0.223232,0.668629,6.668374,1.0
-27428.07605,0.087267,0.041528,0.044042,0.089142,0.109869,0.121832,0.174944,0.080047,0.123667,0.127664,0.001,0.001,0.001,1.286024,0.147555,4.644158,0.001,0.001,0.001,0.001,0.001,1.286024,0.001,0.001,1.0,6.208244,0.001,0.001,0.001,0.147555,0.001,1.0,0.001,1.473925,0.001,0.001,4.644158,0.001,6.208244,1.473925,1.0,6.208244,0.147555,4.644158,0.001,1.473925,1.286024,0.001,4.644158,0.001,1.286024,0.147555,1.473925,6.208244,1.0
-27743.784715,0.086786,0.041075,0.041425,0.086265,0.118353,0.120602,0.17548,0.083775,0.122938,0.123301,0.001,0.001,0.001,1.981698,0.289753,5.210021,0.001,0.001,0.001,0.001,0.001,1.981698,0.001,0.001,1.0,7.146679,0.001,0.001,0.001,0.289753,0.001,1.0,0.001,1.22425,0.001,0.001,5.210021,0.001,7.146679,1.22425,1.0,7.146679,0.289753,5.210021,0.001,1.22425,1.981698,0.001,5.210021,0.001,1.981698,0.289753,1.22425,7.146679,1.0
-27514.068748,0.085095,0.041943,0.044763,0.089557,0.118832,0.115735,0.176727,0.083079,0.120288,0.123981,0.001,0.001,0.001,1.701665,0.366547,5.212791,0.001,0.001,0.001,0.001,0.001,1.701665,0.001,0.001,1.0,6.729254,0.001,0.001,0.001,0.366547,0.001,1.0,0.001,1.429793,0.001,0.001,5.212791,0.001,6.729254,1.429793,1.0,6.729254,0.366547,5.212791,0.001,1.429793,1.701665,0.001,5.212791,0.001,1.701665,0.366547,1.429793,6.729254,1.0
-27618.077962,0.091733,0.039598,0.04417,0.089842,0.113029,0.121049,0.174661,0.085576,0.114169,0.126174,0.001,0.001,0.001,1.356034,0.140408,4.701549,0.001,0.001,0.001,0.001,0.001,1.356034,0.001,0.001,1.0,6.377687,0.001,0.001,0.001,0.140408,0.001,1.0,0.001,1.277938,0.001,0.001,4.701549,0.001,6.377687,1.277938,1.0,6.377687,0.140408,4.701549,0.001,1.277938,1.356034,0.001,4.701549,0.001,1.356034,0.140408,1.277938,6.377687,1.0
